,id,country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery
539,917,Italy,"This has aromas suggesting grilled herb, toasted oak, espresso and a whiff of wet animal fur. The palate offers dried cherry, game, anisette and a green note of bitter sage alongside extremely astringent tannins.",Bussia,87,50,Piedmont,Barolo,,Kerin O‚ÄôKeefe,@kerinokeefe,Deltetto 2012 Bussia  (Barolo),Nebbiolo,Deltetto
540,918,Italy,"This opens with aromas of toasted oak, roasted coffee bean and a whiff of sawdust. The bracing palate offers dried cherry, espresso and mocha alongside astringent tannins. Give the tannins another year or two to unwind then drink to capture the remaining fruit.",Ginestra,87,50,Piedmont,Barolo,,Kerin O‚ÄôKeefe,@kerinokeefe,Diego Conterno 2012 Ginestra  (Barolo),Nebbiolo,Diego Conterno
541,919,Argentina,"Despite looking gold and mature, this PG exceeds expectations courtesy of waxy, baked-apple aromas and a full but balanced mouthfeel. Spiced apple, apricot and burnt orange flavors finish long due to core acidity. Drink immediately.",Reserve,87,15,Mendoza Province,Tupungato,,Michael Schachner,@wineschach,Domaine Bousquet 2015 Reserve Pinot Gris (Tupungato),Pinot Gris,Domaine Bousquet
542,922,Argentina,"Aromas of citrus and petrol are backed by a juicy palate with tangy acidity and semisharp flavors of peach, tangerine and stone-fruit pits. Fresh, citrusy length and a lingering note of orange are the finish.",Altosur,87,12,Mendoza Province,Tupungato,,Michael Schachner,@wineschach,Finca Sophenia 2015 Altosur Sauvignon Blanc (Tupungato),Sauvignon Blanc,Finca Sophenia
543,925,US,"An earthy, nutty aroma and flavor come through the intense sweetness and full body of this dessert-style wine. It goes for earthy complexity rather than obvious fruit flavors, and tastes high in sugar and alcohol.",Vin Doux Naturel,87,20,California,Shenandoah Valley (CA),Sierra Foothills,Jim Gordon,@gordone_cellars,Terre Rouge 2013 Vin Doux Naturel Muscat Blanc √† Petits Grains (Shenandoah Valley (CA)),Muscat Blanc √† Petits Grains,Terre Rouge
544,926,Argentina,"This Malbec is a collection of disparate parts that doesn't justify its price. Reduced plum and grapy berry aromas come with woodsy notes of menthol and cola. Highly herbal, saucy, savory flavors are more oaky than fruity, while this finishes with muscular tannins and savory, grapy notes.",Roll Fermentor,87,175,Mendoza Province,Tupungato,,Michael Schachner,@wineschach,Antonio Mas 2011 Roll Fermentor Malbec (Tupungato),Malbec,Antonio Mas
545,929,US,"This full-bodied wine is in the classic mode, offering very ripe and even overripe aromas. Voluptuous berry flavors verge on sweet, and the rich texture comes without a lot of drying tannin.",Estate,87,20,California,Amador County,Sierra Foothills,Jim Gordon,@gordone_cellars,Bella Grace 2013 Estate Zinfandel (Amador County),Zinfandel,Bella Grace
546,930,Argentina,"Roasted, woodsy, rubbery aromas are gamy and staunch, with berry notes interspersed. Grabby, rubbery tannins make for a rugged palate, while roasted plum and gamy flavors are a touch salty. A tannic finish doesn't change much.",Alberti 154,87,15,Mendoza Province,Mendoza,,Michael Schachner,@wineschach,Bodega Calle 2014 Alberti 154 Malbec (Mendoza),Malbec,Bodega Calle
547,932,France,"The wood flavors are still prominent in this spicy wine. Heavily influenced by rich Merlot, the wine is lightly structured and more about juicy red fruits. Tannins in the back give enough shape, although it will be ready to drink from early 2017.",Tradition,87,14,Bordeaux,Blaye C√¥tes de Bordeaux,,Roger Voss,@vossroger,Ch√¢teau les Petits Arnauds 2014 Tradition  (Blaye C√¥tes de Bordeaux),Bordeaux-style Red Blend,Ch√¢teau les Petits Arnauds
548,934,France,"Ripe fruit and balanced acidity allow this wine to make room for touches of wood aging. It has spice, a smoky character and attractive finishing freshness. Drink from 2017 when the wine will be fully balanced.",Vieilles Vignes,87,15,Bordeaux,Bordeaux,,Roger Voss,@vossroger,Ch√¢teau Saintongey 2014 Vieilles Vignes  (Bordeaux),Bordeaux-style Red Blend,Ch√¢teau Saintongey
549,935,France,"From a estate in the Marmet family since 1990, the wine has ripe Merlot flavors that give a generous character. Big, bold fruitiness dominates this wine whose structure is firm while smooth. Drink starting from 2019.",Vieilles Vignes,87,14,Bordeaux,Blaye C√¥tes de Bordeaux,,Roger Voss,@vossroger,Ch√¢teau S√©gonzac 2014 Vieilles Vignes  (Blaye C√¥tes de Bordeaux),Bordeaux-style Red Blend,Ch√¢teau S√©gonzac
550,936,US,"This is surprisingly light, having dropped significantly in alcohol from the previous vintage. Green-fruit flavors touch on banana and apple, and the wood‚Äî31% new and 26% once-used‚Äîseems to show a bit of rawness. Give this another couple of years of bottle age before opening.",Ian's Reserve,87,40,Oregon,Willamette Valley,Willamette Valley,Paul Gregutt,@paulgwine¬†,Chehalem 2013 Ian's Reserve Chardonnay (Willamette Valley),Chardonnay,Chehalem
551,937,US,"This is a pleasant white wine, albeit rather generic, as Pinot Blanc is prone to be. Crisp apple flavors and a touch of grapefruit are the focus. Drink chilled and enjoy it while it's still young and fresh.",Stoller Vineyards,87,29,Oregon,Dundee Hills,Willamette Valley,Paul Gregutt,@paulgwine¬†,Chehalem 2015 Stoller Vineyards Pinot Blanc (Dundee Hills),Pinot Blanc,Chehalem
552,938,Spain,"Earthy, cool aromas of wet cement, raisin and raspberry are a bit flat. This feels drawing and tannic, with flavors of tomato, red plum, currant and raspberry. A full-size finish is comfortable but not very complex.",II Crianza,87,15,Northern Spain,Rioja,,Michael Schachner,@wineschach,Covila 2013 II Crianza  (Rioja),Tempranillo,Covila
553,939,US,"This wine puts jammy aromas, very ripe flavors, full body and deep, dark fruit flavors on a broad, soft texture.",Melange d'Amis Reserve,87,55,California,Livermore Valley,Central Coast,Jim Gordon,@gordone_cellars,Cuda Ridge Wines 2013 Melange d'Amis Reserve Red (Livermore Valley),Bordeaux-style Red Blend,Cuda Ridge Wines
554,940,France,"Neatly divided between the three major grapes of Champagne, this full, ripe wine is packed with rich apple and pear fruits. It is crisp while showing a high dosage giving a softer, smoother aftertaste. Drink this bottling now.",Grande R√©serve Premier Cru Brut,87,38,Champagne,Champagne,,Roger Voss,@vossroger,Dum√©nil NV Grande R√©serve Premier Cru Brut  (Champagne),Champagne Blend,Dum√©nil
555,941,Spain,"Cool aromas of cola, leather and black cherry set up a fairly full but fresh palate with moderate creamy weight. This tastes reedy and spicy, with wild-berry fruit, peppery notes and a distinct flavor of creamy oak. On the finish, this is oaky and herbal tasting.",Goru Verde,87,15,Levante,Jumilla,,Michael Schachner,@wineschach,Ego Bodegas 2014 Goru Verde Monastrell (Jumilla),Monastrell,Ego Bodegas
556,943,Spain,"Slightly gritty aromas are just barely ripe enough. This feels tight, acidic and like tomato juice. Flavors of salty berry fruits, tomato, oak and vanilla are modest but complete. Given how cool 2013 was in Rioja, this is quite good.",Crianza,87,18,Northern Spain,Rioja,,Michael Schachner,@wineschach,Finca del Marquesado 2013 Crianza  (Rioja),Tempranillo Blend,Finca del Marquesado
557,944,US,"Sharply defined, this has piercing, penetrating high notes that are both floral and fruity. Its lemon and tangerine fruit is amped up with some alcoholic burn. Aerating it helps to smooth it out.",Estate,87,27,Oregon,Rogue Valley,Southern Oregon,Paul Gregutt,@paulgwine¬†,Folin Cellars 2015 Estate Viognier (Rogue Valley),Viognier,Folin Cellars
558,945,US,"Director's sources from vineyards across the county to offer an intensity of fruit flavor that tends lush and ripe. Melon and vanilla appear on the nose and palate, with a side tone of pineapple, nutmeg and even clove, finishing clean and with simplicity.",Director's,87,17,California,Sonoma County,Sonoma,Virginie Boone,@vboone,Francis Coppola 2014 Director's Chardonnay (Sonoma County),Chardonnay,Francis Coppola
559,946,US,"Small amounts of Cabernet Sauvignon, Cabernet Franc and Petite Sirah are blended within this wine, given 17 months in new French oak plus once and twice-used barrels. The oak is integrated within this otherwise leathery, tannic and mild-mannered wine, ripe in cherry and cassis.",Reserve Winston Hill Vineyard,87,65,California,Rutherford,Napa,Virginie Boone,@vboone,Frank Family 2013 Reserve Winston Hill Vineyard Sangiovese (Rutherford),Sangiovese,Frank Family
560,951,US,"This is a highly structured wine with an abundance of fine-grained tannins and firm acidity to support pure raspberry and blackberry flavors. It tastes as if it was made for aging, so wait and drink after 2019.",Rennie Vineyard Organic Grapes,87,32,California,Yorkville Highlands,North Coast,Jim Gordon,@gordone_cellars,Yorkville Cellars 2013 Rennie Vineyard Organic Grapes Petit Verdot (Yorkville Highlands),Petit Verdot,Yorkville Cellars
561,952,Spain,"Dusty stone-fruit aromas suggest yeast and nectarine. This varietal Xarel-lo feels citrusy and spunky; flavors of melon, orange and nectarine are good but standard on the finish. Overall, this is linear and fairly basic for white wine.",XIC,87,16,Catalonia,Pened√®s,,Michael Schachner,@wineschach,Agust√≠ Torell√≥ Mata 2015 XIC Xarel-lo (Pened√®s),Xarel-lo,Agust√≠ Torell√≥ Mata
562,953,US,"This new ‚Äúi‚Äù series offering mixes brambly strawberry fruit with granular tannins. It's ready to drink, dappled with cinnamon, and leaves a slightly medicinal aftertaste in the back of the mouth.",i,87,38,Oregon,Willamette Valley,Willamette Valley,Paul Gregutt,@paulgwine¬†,Amalie Robert 2012 i Pinot Noir (Willamette Valley),Pinot Noir,Amalie Robert
563,954,US,"Full-bodied and smooth in texture, this generous-tasting wine has lots of ripe plum flavors and sweet-seeming oak accents.",Reserve Bottling,87,15,California,Lodi,Central Valley,Jim Gordon,@gordone_cellars,Archgate Cellars 2014 Reserve Bottling Cabernet Sauvignon (Lodi),Cabernet Sauvignon,Archgate Cellars
564,955,Italy,"This offers scents and flavors that recall stewed prune, raisin and black pepper. It's still tight, with aggressive tannins that leave a firm clenching finish. Give it a few years to let the tannins unfurl then drink up to capture the remaining fruit.",Nirvasco,87,50,Piedmont,Barolo,,Kerin O‚ÄôKeefe,@kerinokeefe,Bersano 2012 Nirvasco  (Barolo),Nebbiolo,Bersano
565,956,Italy,"Here's a fun, informal sparkler that has aromas of citrus, orchard fruit and toast. The racy palate shows golden apple, pear, bitter almond and a lemon drop note.",Anni Venti Metodo Classico,87,30,Southern Italy,Greco di Tufo,,Kerin O‚ÄôKeefe,@kerinokeefe,Cantine di Marzo NV Anni Venti Metodo Classico  (Greco di Tufo),Greco,Cantine di Marzo
566,957,US,"The great Ritchie Vineyard, a renowned site for Chardonnay, also possesses highly sought-after Sauvignon Blanc. Here, it shows as grassy in pea shoots and thick, with a voluptuous texture and body weight.",Ritchie Vineyard,87,24,California,Russian River Valley,Sonoma,Virginie Boone,@vboone,Carica 2015 Ritchie Vineyard Sauvignon Blanc (Russian River Valley),Sauvignon Blanc,Carica
567,958,Spain,"Crisp plum and red-bell-pepper aromas lead to a healthy, mostly fresh palate with some weight to it. A mix of citrus and red-plum flavors ends long, without much, if any, unwanted pithiness or bitterness.",Wine Wings Garnacha,87,18,Northern Spain,Cari√±ena,,Michael Schachner,@wineschach,Ignacio Mar√≠n 2015 Wine Wings Garnacha Ros√© (Cari√±ena),Ros√©,Ignacio Mar√≠n
568,959,France,"Partially from Grand Cru vineyards in the Montagne de Reims and the C√¥te des Blancs, this wine is soft, ripe and balanced, with a ripe dosage that contrasts with citrus acidity. It has a fine, cool texture.",Brut Mosa√Øque,87,40,Champagne,Champagne,,Roger Voss,@vossroger,Jacquart NV Brut Mosa√Øque  (Champagne),Champagne Blend,Jacquart
569,962,France,"A balanced wine, with softness that indicates a relatively high dosage. There is no complexity, but the wine is light, creamy, flavored with green plums and kiwi, just edged with bitterness.",Demoiselle T√™te de Cuv√©e Brut,85,40,Champagne,Champagne,,Roger Voss,@vossroger,Vranken NV Demoiselle T√™te de Cuv√©e Brut  (Champagne),Champagne Blend,Vranken
570,964,Italy,"Here's a Trebbiano-based wine from the Lake Garda area in northern Italy that delivers smooth consistency and expressive notes of stone fruit, citrus, honey and crushed stone. The wine would pair well with lake fish or vegetable dishes.",Argillaia,85,17,Lombardy,Lugana,,,,Fabiano 2006 Argillaia  (Lugana),Trebbiano,Fabiano
571,965,Italy,"Packaged in a heavy, oversized black bottle, this brawny wine delivers power, bulging muscle and aromas that exaggerate in every way possible. The most noticeable feature (so noticeable, it knocks you in the face) is the wood element that comes off as fresh carpentry or wood shavings. The wine is heavy, syrupy and sweet tasting.",Vecchie Vigne,85,48,Southern Italy,Primitivo di Manduria,,,,Vinosia 2006 Vecchie Vigne  (Primitivo di Manduria),Primitivo,Vinosia
572,971,France,"Although it is labeled ‚ÄúExtra Dry‚Äù (that is sweeter than Brut), this lively Champagne in its festive little pink bottle is very fresh, with delicious acidity. It finishes lightly, easily.",Pop Ros√© Extra Dry,85,15,Champagne,Champagne,,Roger Voss,@vossroger,Pommery NV Pop Ros√© Extra Dry  (Champagne),Champagne Blend,Pommery
573,973,US,"A bit earthy and herbal, and soft, with cherry and cocoa fruit flavors. The acidity and tannin structure could be firmer.",Alexander School Reserve Big Barrel,85,35,California,Alexander Valley,Sonoma,,,Alexander Valley Vineyards 2006 Alexander School Reserve Big Barrel Syrah (Alexander Valley),Syrah,Alexander Valley Vineyards
574,974,US,"It's soft, slightly oxidized, and generic. It's pleasantly quaffable, marked in the finish by some rather bitter toast.",Rough House Red,85,30,Washington,Walla Walla Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine¬†,Covington 2006 Rough House Red Red (Walla Walla Valley (WA)),Red Blend,Covington
575,975,Italy,"Fabio Sireci is behind some of Sicily's best Nero d'Avola and has more recently decided to flex his winemaker muscle on Pinot Noir. The results are a tad jammy and muddled (his vineyards are smack in the middle of the Mediterranean island), ending with ripe aromas of prune and raisin.",P,85,12,Sicily & Sardinia,Sicilia,,,,Feudo Montoni 2008 P Pinot Noir (Sicilia),Pinot Noir,Feudo Montoni
576,976,US,"Clean and crisp, with rich flavors of citrus, pear, green apple, vanilla and honey. Finishes with that well-known K-J sweetness. A blend based on Sauvignon Blanc.",Summation Vintner's Reserve,85,17,California,California,California Other,,,Kendall-Jackson 2008 Summation Vintner's Reserve White (California),White Blend,Kendall-Jackson
577,977,US,"Sweet and simple, with pleasantly exotic flavors of pineapples, green apples, pears, honeysuckle flowers, minerals, spices, vanilla, brown sugar and smoky oak. Easy to drink.",Estate Grown,85,16,California,Suisun Valley,North Coast,,,Ledgewood Creek 2007 Estate Grown Viognier (Suisun Valley),Viognier,Ledgewood Creek
578,978,US,"A little on the sweet side, but crisp in acidity, and front-loaded with pineapple, grapefruit, tangerine, honeysuckle and spicy vanilla flavors. Sauvignon Blanc, Muscat Blanc, Chardonnay and Roussanne.",White X,85,15,California,North Coast,North Coast,,,X 2008 White X White (North Coast),White Blend,X
579,979,France,"A heavy dose of Sauvignon Blanc brings herbaceous, grassy, white currants and gooseberry flavors. It's young, and needs more time to coalesce. It is certainly fresh, fruity, right up front.",Sauvignon,85,10,Bordeaux,Bordeaux Blanc,,Roger Voss,@vossroger,Ch√¢teau Lamothe-Vincent 2008 Sauvignon  (Bordeaux Blanc),Sauvignon Blanc,Ch√¢teau Lamothe-Vincent
580,980,Italy,"This wine doesn't seem to have fully evolved and its aromas are  muddled in places with notes of mature fruit and natural rubber. In the mouth it has red fruit flavors and tight tannins, but it generally lacks definition.",Capitel della Crosara,85,41,Veneto,Amarone della Valpolicella Classico,,,,Montresor 2003 Capitel della Crosara  (Amarone della Valpolicella Classico),"Corvina, Rondinella, Molinara",Montresor
581,981,France,"This totally fresh wine has benefited from the quality of whites in 2007 Bordeaux. It is lemony with pink grapefruit flavors giving an intense lift. There is some herbaceousness, with green herbs and juicy fruits. To drink now.",Premius Bordeaux Sauvignon,85,10,Bordeaux,Bordeaux Blanc,,Roger Voss,@vossroger,Yvon Mau 2007 Premius Bordeaux Sauvignon  (Bordeaux Blanc),Sauvignon Blanc,Yvon Mau
582,982,Italy,"This is a northern Italian Cabernet with a light, informal style and low intensity. The wine delivers measured aromas of cherry, pine, cedar and ends with a crisp note of acidity.",Col di Luna,85,16,Veneto,Piave,,,,Bellenda 2005 Col di Luna Cabernet Sauvignon (Piave),Cabernet Sauvignon,Bellenda
583,985,Argentina,"Coconut and dill aromas rise from the nose, and they are surrounded by berry, cassis and floral scents. The palate is tight, honest and a little hard, with middle-of-the-road berry flavors tinged with herbs. There's size and power to this wine, but also balance. Compared to previous years, it's a little less generous but still a good way to go.",Reserve Las Barrancas Vineyards,88,20,Mendoza Province,Mendoza,,Michael Schachner,@wineschach,Pascual Toso 2007 Reserve Las Barrancas Vineyards Cabernet Sauvignon (Mendoza),Cabernet Sauvignon,Pascual Toso
584,992,France,"Made from Fer Servadou, Duras and Syrah, this is a wine with a truly local pedigree and a modern style, with prominent new wood. There are aromas that talk of wild heather and a dry landscape and palate notes of spice, ripe berries and prunes.",Grande Tradition,88,14,Southwest France,Gaillac,,Roger Voss,@vossroger,Domaine des Terrisses 2006 Grande Tradition Red (Gaillac),Red Blend,Domaine des Terrisses
585,994,France,"An enticingly perfumed wine, with its white flowers and apricot blossom. The palate is soft, rich, moving towards yellow fruits, ripe pink grapefruit and just an edge of mineral chalkiness.",Les Belles Vignes,88,22,Loire Valley,Sancerre,,Roger Voss,@vossroger,Fournier P√®re et Fils 2006 Les Belles Vignes  (Sancerre),Sauvignon Blanc,Fournier P√®re et Fils
586,995,Italy,"Ed√®lmio is a sophisticated and toasty blend of Carricante and Chardonnay with fragrant aromas of stone fruit, peach, mineral, almond and freshly chopped pear. The wine is broad and generous in terms of its mouthfeel and would make a perfect companion to swordfish with mint and roasted eggplant.",Ed√®lmio,88,26,Sicily & Sardinia,Sicilia,,,,Benanti 2006 Ed√®lmio White (Sicilia),White Blend,Benanti
587,996,Italy,"Here's a Syrah with bursting aromas of mature blueberry, cherry, spice and smoked bacon. The wine is full, round and generous with a supple feel and soft concentration. Pair it with lamb or roasted pork.",Terre di Giumara,88,14,Sicily & Sardinia,Sicilia,,,,Caruso & Minini 2006 Terre di Giumara Syrah (Sicilia),Syrah,Caruso & Minini
588,997,Australia,"Blended from a patchwork of old vineyards throughout the Barossa, this is typical Barossa Shiraz, with plenty of weight and creamy tannins that support plummy, chocolaty fruit. There's a bit of spice for complexity and a crisp, fresh finish. Drink now‚Äì2014.",Patchwork,88,18,South Australia,Barossa,,Joe Czerwinski,@JoeCz,Yalumba 2006 Patchwork Shiraz (Barossa),Shiraz,Yalumba
589,1001,Italy,"Nerello Mascalese, a grape native to the volcanic slopes of Mount Etna, delivers fresh berry notes that recall raspberry, blueberry and mulberry backed by toasted almond. There are pretty mineral nuances woven within its texture and the wine ends with polished tannins and menthol freshness. It is aged 12 months in oak, but you hardly taste the wood.",Il Monovitigno,88,41,Sicily & Sardinia,Etna,,,,Benanti 2005 Il Monovitigno  (Etna),Nerello Mascalese,Benanti
590,1002,US,"Aromas of cherry, spice and mint lead into tart pie cherry and wild berry fruit, dusted with cocoa and spiced up with 16 months in French oak barrels. Unusual for most high-end Pinots, this is sealed with a screwcap.",First Class,88,60,Oregon,Willamette Valley,Willamette Valley,Paul Gregutt,@paulgwine¬†,Benton-Lane 2006 First Class Pinot Noir (Willamette Valley),Pinot Noir,Benton-Lane
591,1003,France,The richness of vintage 2003  shows in this wine's layers of dried fruits on top of sweet tannins and a dense concentration. There is some licorice flavor arriving as the wine matures.,Vieilles Vignes,88,26,Southwest France,Montravel,,Roger Voss,@vossroger,Ch√¢teau Puy-Servain 2003 Vieilles Vignes  (Montravel),Bordeaux-style Red Blend,Ch√¢teau Puy-Servain
592,1004,France,"Full, firm white wine that gives good green fruit and pear flavors, lifted with spice from wood. The wine is round, while still retaining crispness from grassy acidity, and offers a good depth of plum skin structure and flavor.",Marjolaine,88,25,Southwest France,Montravel,,Roger Voss,@vossroger,Ch√¢teau Puy-Servain 2007 Marjolaine  (Montravel),Bordeaux-style White Blend,Ch√¢teau Puy-Servain
593,1007,France,"Concentrated, with white fruits, a strong streak of herbaceousness, green apples and a rich texture. The wine shows intensity as well as youth. It really needs another year before drinking.",Les Caillottes,88,21,Loire Valley,Pouilly-Fum√©,,Roger Voss,@vossroger,Fournier P√®re et Fils 2006 Les Caillottes  (Pouilly-Fum√©),Sauvignon Blanc,Fournier P√®re et Fils
594,1010,US,"This is a very interesting wine. It has many different flavor threads that have not quite interwoven. To begin there is a surplus of acid, leaving a chalky sensation that has not yet smoothed out. The fruit flavors are also sharp and tart‚Äîred fruits from wild berries to pomegranate to sour cherry. The aromas suggest some light chocolate from the barrel aging, and it shows up in the finish, along with herb and vanilla. So, there's lots going on, but it has not yet come together in a harmonious whole.",Black Family Estate,88,75,Oregon,Dundee Hills,Willamette Valley,Paul Gregutt,@paulgwine¬†,The Four Graces 2005 Black Family Estate Pinot Noir (Dundee Hills),Pinot Noir,The Four Graces
595,1013,Italy,"Aromas suggest oak, vanilla, bell pepper and cassis. The palate offers black cherry, cranberry, vanilla, mocha and oak alongside astringent, drying tannins.",Cembali,88,45,Sicily & Sardinia,Sicilia,,Kerin O‚ÄôKeefe,@kerinokeefe,Baglio di Pianetto 2007 Cembali Nero d'Avola (Sicilia),Nero d'Avola,Baglio di Pianetto
596,1014,US,"This blend from a newer Westside Paso winery offers blackberry, charred pine and sour cherry aromas. The palate is driven by pine sap, charred game and sharp herbs such as oregano and rosemary, and would be a great way to spice up a steak dinner.",Forty Two,88,42,California,Paso Robles,Central Coast,Matt Kettmann,@mattkettmann,Brecon Estate 2012 Forty Two Red (Paso Robles),Rh√¥ne-style Red Blend,Brecon Estate
597,1015,US,"A nice tarry funk along with dried mint and menthol cigarette scents characterize the nose of this blend of 63% Cabernet Sauvignon, 33% Syrah and 4% Petite Verdot. The creosote sense carries to the palate, meeting with black cherry, dried bouquet garni and quite grippy tannins.",Profonde Winemaker's Reserve,88,48,California,Temecula Valley,South Coast,Matt Kettmann,@mattkettmann,Callaway 2010 Profonde Winemaker's Reserve Red (Temecula Valley),Red Blend,Callaway
598,1016,Italy,"Aromas of ripe dark berry, blue flower and a hint of baking spice waft from the glass. On the palate, notes of graphite, licorice and touch of smoke add depth to the ripe black cherry flavors. Firm tannins provide support.",Gradiva Collectio,88,22,Sicily & Sardinia,Sicilia,,Kerin O‚ÄôKeefe,@kerinokeefe,Casa di Grazia 2011 Gradiva Collectio Nero d'Avola (Sicilia),Nero d'Avola,Casa di Grazia
599,1017,Italy,"Citrus, yellow apple, orange blossom and saline aromas take center stage. On the palate, notes of savory herb accent creamy apple and pear flavors that are brightened by fresh acidity and a mineral note.",Zahara,88,22,Sicily & Sardinia,Sicilia,,Kerin O‚ÄôKeefe,@kerinokeefe,Casa di Grazia 2013 Zahara Grillo (Sicilia),Grillo,Casa di Grazia
600,1018,France,"This wine is still young, showing spice and not yet enough fruit. It has the right weight and potential richness as well as concentration from the old vines. Drink this ageworthy wine from 2016.",Vieilles Vignes,88,20,Alsace,Alsace,,Roger Voss,@vossroger,Ruhlmann 2013 Vieilles Vignes Gewurztraminer (Alsace),Gew√ºrztraminer,Ruhlmann
601,1019,US,"Estate bottled, this assemblage of 77% Cabernet Sauvignon, 13% Cabernet Franc and 10% Petit Verdot opens with a flurry of coconut flake and herb, followed by ripe, rich layers of dark berry and black tea. The wine has power yet also possesses an elegance that stands out, finishing with a taste of dark caramel.",Elivette,88,125,California,Napa Valley,Napa,Virginie Boone,@vboone,Spring Mountain Vineyard 2011 Elivette Red (Napa Valley),Bordeaux-style Red Blend,Spring Mountain Vineyard
602,1021,Argentina,"Warm, earthy, jammy berry aromas are oaky and bring a note of latex into the fold. This chunky Malbec is tannic and grabby, with oaky flavors of black plum and vanilla set against herbal undertones. Spice, chocolate, carob and drawing tannins create a bold but rough finish.",Reserva,88,20,Mendoza Province,Mendoza,,Michael Schachner,@wineschach,Terrazas de Los Andes 2012 Reserva Malbec (Mendoza),Malbec,Terrazas de Los Andes
603,1022,Italy,"Made entirely with Insolia, this opens with subdued aromas of tropical fruit and white spring flower. The bright, linear palate offers passion fruit, peach, nectarine zest and a hint of ginger alongside crisp acidity.",Cubia Tenuta Ficuzza,88,27,Sicily & Sardinia,Sicilia,,Kerin O‚ÄôKeefe,@kerinokeefe,Cusumano 2013 Cubia Tenuta Ficuzza Insolia (Sicilia),Insolia,Cusumano
604,1024,France,"The Pfleck vineyard with its clay and limestone soil gives a rich style of Pinot Gris. This wine, with its intense spice and lychee flavors, is typical. It has a crisp edge but the ripe fruitiness and touch of pepper give weight and richness. Drink now.",Pfleck,88,28,Alsace,Alsace,,Roger Voss,@vossroger,Domaine Barm√®s-Buecher 2012 Pfleck Pinot Gris (Alsace),Pinot Gris,Domaine Barm√®s-Buecher
605,1025,US,"This is a softer Sauvignon Blanc for those not sworn to the grassy side of the grape, as the Buellton-based winery does a lot of barrel-fermenting. Aromas include pressed kiwi and a sour pucker of lime, and the broiled pear flavors prove easy drinking, if not exceedingly complex.",Vogelzang,88,42,California,Happy Canyon of Santa Barbara,Central Coast,Matt Kettmann,@mattkettmann,Dragonette 2012 Vogelzang Sauvignon Blanc (Happy Canyon of Santa Barbara),Sauvignon Blanc,Dragonette
606,1027,US,"The pretty fruit flavors suggest relatively young vines, bringing light cherry to the front and center. Hints of marzipan, a flash of finishing heat and subtle chalkiness run through the finish. Another year or two of bottle age should continue to improve this one.",Estate,88,34,Oregon,Rogue Valley,Southern Oregon,Paul Gregutt,@paulgwine¬†,Folin Cellars 2012 Estate Grenache (Rogue Valley),Grenache,Folin Cellars
607,1030,US,"There's a substantial earthiness to this Chardonnay, grown in a relatively cool estate vineyard. Vibrant on the palate in ripe apple and lemon, it offers medium weight and body, with a crispness to the finish and a food-friendly nature.",Miljenko's Selection,88,60,California,Carneros,Napa-Sonoma,Virginie Boone,@vboone,Grgich Hills 2012 Miljenko's Selection Chardonnay (Carneros),Chardonnay,Grgich Hills
608,1031,Spain,"Leathery cherry and cassis aromas are softened up by baking spice accents. In the mouth, this is hard-edged and pointed, with sharp, lemony acidity. Flavors of spiced plum and pie cherry finish with jagged acids and heat. This is a real enamel-peeler; more time in bottle can only help.",Crianza,88,28,Northern Spain,Ribera del Duero,,Michael Schachner,@wineschach,Linaje Garsea 2010 Crianza  (Ribera del Duero),Tempranillo,Linaje Garsea
609,1034,France,"With its few years of aging, this is now a ripe and broad wine rich in yellow fruits that are cut with pear juice. It has nutty overtones, and a bright, crisp aftertaste.",Clos de la Tourelle Ch√¢teau Ollwiller,88,10,Alsace,Alsace,,Roger Voss,@vossroger,Vieil Armand 2010 Clos de la Tourelle Ch√¢teau Ollwiller Pinot Blanc (Alsace),Pinot Blanc,Vieil Armand
610,1035,Italy,"This juicy, delicious red features aromas of red berry, Mediterranean brush and aromatic herb. The easygoing palate doles out ripe blackberry, crushed Morello cherry, a charred note and a touch of baking spice alongside smooth, supple tannins. Enjoy soon to capture the succulent fruit.",Aquilae,88,12,Sicily & Sardinia,Terre Siciliane,,Kerin O‚ÄôKeefe,@kerinokeefe,Viticultori Associati Canicatti 2012 Aquilae Nero d'Avola (Terre Siciliane),Nero d'Avola,Viticultori Associati Canicatti
